1,1
2,01
3,000
7,00100
4,001110
5,001010
6,001011
8,001111
9,001100
10,0011010
11,00110110
12,0011011110
13,001101111110
14,001101110111
17,00110111110011
18,00110111110100
20,00110111110111
23,00110111110101
341,00110111000001
387,00110111000011
442,00110111000100
717,00110111001100
802,00110111010000
35,001101111111010
185,001101111111111
316,001101110000000
343,001101110000001
346,001101110000100
424,001101110000101
483,001101110001010
494,001101110001011
505,001101110001100
521,001101110001101
551,001101110001110
555,001101110001111
576,001101110010000
611,001101110010001
615,001101110010010
618,001101110010011
642,001101110010100
668,001101110010101
708,001101110010110
725,001101110010111
739,001101110011010
740,001101110011011
743,001101110011100
793,001101110011101
795,001101110011110
799,001101110011111
806,001101110100010
820,001101110100011
836,001101110100100
845,001101110100101
846,001101110100110
847,001101110100111
857,001101110101000
894,001101110101001
903,001101110101010
925,001101110101011
928,001101110101100
931,001101110101101
964,001101110101110
966,001101110101111
1013,001101110110000
1039,001101110110001
1043,001101110110010
1116,001101110110011
1215,001101110110100
1457,001101110110101
1462,001101110110110
1532,001101110110111
1597,001101111100000
1651,001101111100001
1693,001101111100010
1869,001101111100011
1889,001101111100100
1941,001101111100101
15,0011011111011000
16,0011011111011001
19,0011011111011010
22,0011011111011011
24,0011011111110000
25,0011011111110001
27,0011011111110010
33,0011011111110011
47,0011011111110110
96,0011011111110111
105,0011011111111000
123,0011011111111001
155,0011011111111010
175,0011011111111011
177,0011011111111100
237,0011011111111101
