1,1
2,01
3,001101
4,001011
5,000001
6,000011
7,001000
8,000111
9,0011110
10,0010101
11,0001001
12,0000000
13,00110001
14,00010000
15,001111101
16,001010000
17,001100100
18,001001010
19,0011100000
1022,0000100101
1023,0000001000
1024,0010010010
1025,0000101111
1026,0010010111
1027,0000001011
1030,0010010001
1031,0000100111
1032,0001000100
1033,0000001001
1034,0001000111
1035,0000001010
20,00111110001
21,00111011101
22,00110000110
23,00010001010
999,00001001000
1003,00001011011
1004,00010001100
1006,00001010001
1007,00010110100
1008,00010001101
1009,00010110101
1010,00100101101
1011,00100111101
1012,00001000000
1013,00001011100
1014,00110010101
1015,00110011010
1016,00100111000
1017,00111011011
1018,00110010110
1019,00110010111
1020,00100111001
1021,00111111100
1028,00111000100
1029,00111111000
1036,00110011110
24,001111110010
25,001001111101
26,001001100001
27,001001111110
963,000010100111
964,000010010010
965,000010101000
968,001001000001
969,000010101001
975,000010010011
977,000010111011
978,001001001110
980,000010011000
981,001100111011
982,000101100111
983,000010011001
985,001010001011
986,000010101010
987,001001100010
988,001001101111
989,001110111001
990,000010101011
991,001001111100
992,001001000010
993,001100110011
994,001010001100
995,001010001101
996,001001001111
997,001111100101
998,001110000100
1000,001111100110
1001,001111110111
1002,001111100111
1005,001110000101
1037,001110000110
1041,000100010110
1043,000000110000
2028,000010001100
2033,000010101111
2035,000010110000
2036,000110010110
2037,000010110001
2038,000010001101
2040,001001111001
2042,000010001110
2043,000010110010
2046,001001100011
2047,000010011010
2050,001001100000
2051,000010011011
2052,000010001111
2053,000010100000
2054,000010110011
2056,001001100100
2058,000110010111
2060,000010110100
2061,000010110101
28,0011000011100
29,0010010000111
30,0001000101111
31,0010011001010
32,0010011111110
826,0000101000011
879,0010011111111
882,0010011010011
885,0011001100010
891,0000101001000
894,0000001110000
899,0000101001001
900,0000001110001
901,0010011010101
902,0001011000111
903,0000001110010
906,0010100110011
907,0000001110100
908,0001011001000
911,0000101001010
914,0010010011000
915,0010100110100
917,0000001110101
918,0010010011001
921,0000001110110
922,0001011001010
925,0000001110111
926,0010011010111
928,0010010011010
931,0011000011101
932,0010011011000
933,0011100110010
934,0000101001011
935,0000001111000
936,0001011001011
937,0000001111001
938,0011001100100
939,0011001111100
942,0010011011001
943,0010100010000
944,0011001111101
945,0010100110110
946,0010011011010
947,0011101111000
948,0000101001100
949,0001011001100
950,0000001111010
951,0011100110011
953,0010011011011
954,0000001111011
955,0011001111110
956,0010100110111
958,0000101001101
959,0010100010001
960,0010010011011
961,0010011011100
962,0000001111100
966,0011000011110
967,0011111101010
970,0011111101011
971,0010100010010
972,0010100111000
973,0011111111111
974,0011100110101
976,0011111101100
979,0011111101101
984,0011101111001
1038,0011111110100
1039,0000001111101
1042,0010011011101
1044,0010100111001
1045,0011100110110
1046,0011101111010
1048,0011001101100
1049,0000001111110
1050,0011000011111
1051,0000101011000
1052,0000001111111
1055,0010100010011
1056,0010011101000
1057,0001011001101
1058,0010010110000
1059,0000101011001
1065,0011001101110
1067,0010100111010
1071,0010100111011
1072,0011001101111
1073,0000101011010
1075,0000100000100
1076,0001011011001
1916,0000100010000
1968,0000100010010
1971,0000100010011
1981,0000100010100
1982,0000101011011
1990,0000100010101
1991,0000101011100
1993,0000100010110
1996,0001100101000
1997,0011001010000
2000,0011111111000
2005,0010011101111
2006,0001100101001
2012,0011001110100
2013,0011001111111
2014,0011000010010
2016,0010100010100
2017,0001100101010
2018,0010010110001
2019,0010010110010
2020,0000101011101
2021,0010011110000
2022,0011111111100
2023,0011101111011
2024,0010100010101
2025,0011101011111
2026,0011101111100
2027,0001100101011
2029,0011101111101
2030,0011101111110
2031,0011101111111
2032,0011111000000
2034,0011001010001
2039,0011101100000
2041,0011111000001
2044,0011111000010
2045,0011111111101
2048,0011111000011
2049,0011111111110
2055,0011111001000
2057,0011100001110
2059,0011111001001
2062,0011101100001
2063,0011001110101
2064,0011000010011
2065,0000101110100
2066,0001100110000
2069,0000101110101
33,00010001011101
34,00000011000101
35,00100101100111
38,00100110010110
45,00010100000010
77,00000011000110
267,00000011000111
289,00000011001000
294,00010100100111
307,00010100101001
415,00010100110110
419,00100110010111
428,00100110011000
439,00000011001001
563,00000011001010
615,00010101010110
625,00101001001001
657,00100110011001
676,00000011001011
693,00111111001100
694,00010101100011
708,00000011001100
713,00000011001101
718,00000011001110
719,00010101101000
720,00111001001001
721,00010101101001
724,00000011001111
729,00100110011010
731,00000011010000
739,00100110011011
745,00100110011100
751,00010101101101
752,00010101101110
758,00010101110001
759,00000011010001
762,00100110011101
772,00010101110011
773,00100110011110
774,00010101110100
776,00010101110101
777,00110010100101
779,00010101110110
784,00100110011111
788,00100110100000
797,00000011010010
802,00110010100110
803,00100110100001
804,00010101111010
811,00110010100111
812,00101001011000
813,00111001010001
815,00010101111100
819,00010101111101
820,00010101111110
822,00111001010011
824,00000011010011
825,00000011010100
829,00100110100010
830,00010101111111
833,00000011010101
835,00010110000001
836,00010110000010
837,00000011010110
840,00111111001101
841,00110011000000
842,00000011010111
843,00010110000011
845,00010110000100
846,00000011011000
847,00000011011001
849,00101001011100
850,00010110000101
851,00100110100011
853,00101001011101
854,00000011011010
855,00010110000111
856,00101001011110
857,00101001011111
858,00101001100000
859,00000011011011
860,00111001010111
861,00111111001110
863,00010110001000
865,00000011011100
866,00000011011101
867,00010110001001
868,00101001100001
869,00000011011110
870,00110011000001
871,00110011000010
874,00010110001010
875,00100110100100
876,00101001100011
877,00100110100101
878,00110011000011
880,00111001011001
881,00111001011010
883,00111111001111
884,00100110101000
886,00111001011011
888,00111001011100
889,00111001011101
890,00000011011111
892,00010110001011
893,00100110101001
895,00101001100100
896,00010110001100
897,00010110001101
898,00101001100101
904,00000011100110
905,00111111010000
909,00111111010001
910,00111001011110
912,00110011000110
913,00010110010010
916,00110011000111
919,00111001011111
920,00101001101010
923,00100110101100
924,00111001100000
927,00111001100001
929,00111111010010
930,00111001100010
940,00110011001010
941,00111001100011
952,00111001101000
957,00111111010011
1040,00111111101010
1047,00111111101011
1053,00111111101100
1054,00110011001011
1060,00111001101001
1061,00101001101011
1062,00111001101110
1063,00110011011010
1064,00111111101101
1066,00010110010011
1068,00100110101101
1070,00110011011011
1074,00010110110000
1077,00100111010010
1253,00000011100111
1306,00110011100000
1313,00001000001010
1342,00001000001011
1394,00010111100000
1395,00001000001100
1411,00001000001101
1417,00001000001110
1438,00110011100001
1454,00010111101011
1477,00001000001111
1478,00100111010011
1479,00010111101111
1488,00010111110010
1490,00001000010000
1501,00001000010001
1521,00001000010010
1532,00111010010100
1607,00001000010011
1627,00001000010100
1663,00011000001100
1682,00100111010100
1684,00001000010101
1727,00001000010110
1729,00001000010111
1730,00001000011000
1761,00011000011111
1785,00001000011001
1796,00011000100111
1806,00011000101001
1817,00001000011010
1844,00110000001111
1848,00011000110010
1849,00100111010101
1850,00011000110011
1858,00001000011011
1866,00011000110101
1887,00011000111010
1888,00011000111011
1889,00110000010011
1895,00001000011100
1896,00001000011101
1900,00001000011110
1911,00011000111110
1913,00100111010110
1915,00100111010111
1923,00110000010110
1926,00100111011000
1935,00100111011001
1936,00011001000001
1944,00011001000100
1946,00011001000101
1948,00001000011111
1952,00111010110101
1953,00100111011010
1955,00011001000111
1956,00011001001000
1957,00001000100010
1959,00111010110110
1960,00110000011011
1962,00110000011100
1964,00011001001001
1965,00111010111000
1966,00011001001010
1967,00100111011011
1974,00110011100010
1975,00110000011101
1976,00011001001100
1977,00110011100011
1978,00100111011100
1979,00100111011101
1983,00011001001101
1984,00111111101110
1985,00110011100100
1986,00110011100101
1987,00111111101111
1988,00111010111010
1989,00110000011110
1992,00110000011111
1994,00011001001110
1995,00111010111011
1998,00110011100110
1999,00110000100000
2001,00111111110010
2002,00111111110011
2003,00110000100001
2004,00111111110100
2007,00110000100010
2008,00110011100111
2009,00111010111100
2010,00111111110101
2011,00111111110110
2015,00111111110111
2067,00111010111101
2068,00011001001111
2070,00001000100011
2071,00001000101110
2074,00100111100010
2075,00011001100010
2077,00001000101111
2105,00011001101001
2115,00011001101011
8287,00001010000100
8307,00001010000101
8312,00010001011100
36,001110000111100
39,000101000000001
40,001001111000111
41,001010001110000
42,001110000111101
46,000101000000011
50,000101000000111
58,000101000001010
75,000101000001111
78,000101000010000
88,001010001110001
100,000101000010110
110,001010001110010
117,001010001110011
134,001010001110100
136,001010001110101
137,000101000011111
146,000101000100010
154,000101000100100
155,001010001110110
178,000101000101010
179,000101000101011
180,000101000101100
206,000101000110011
209,000101000110101
215,001010001110111
227,000101000111001
249,000101000111111
266,000101001000100
268,000101001000101
269,001010001111000
278,000101001001001
280,001010001111001
281,001010001111010
284,001010001111011
286,000101001001011
292,001110001011001
293,000101001001100
297,001010001111100
310,000101001010001
312,000101001010100
329,000101001011001
341,001010001111101
344,001010001111110
346,001010001111111
353,001010010000000
355,001010010000001
371,001110001011111
373,000101001100010
374,001010010000010
376,001110001100000
388,001010010000011
401,000101001100111
402,001010010000100
405,000101001101000
406,000101001101001
408,001010010000101
413,000101001101011
417,000101001101110
418,001110001100111
420,000101001101111
421,000101001110000
423,000101001110010
424,001010010000110
425,001010010000111
426,001010010001000
432,001010010001001
434,000101001110011
436,001010010001010
438,000101001110100
448,000101001110111
450,000101001111000
453,001010010001011
458,000101001111011
460,000101001111100
461,001010010001100
486,000101010000011
488,000101010000100
492,001110001110001
498,000101010000110
512,001010010001101
513,000101010001011
519,000101010001110
524,000101010010000
536,000101010010011
539,000101010010101
541,001110001110100
542,001010010001110
554,000101010011001
557,001110001110111
562,001010010001111
574,000101010011101
575,001110001111001
578,001010010010000
586,001010010010001
588,000101010100000
591,001110001111100
593,000101010100010
595,000101010100011
596,000101010100100
604,001110010000000
605,000101010100101
608,000101010100111
609,000101010101000
611,000101010101001
614,000101010101011
618,000101010101110
620,000101010101111
624,000101010110001
628,001110010000010
636,001010010010100
637,000101010110101
640,001010010010101
647,001010010010110
655,001110010000101
656,000101010111011
659,000101010111100
661,000101010111101
662,001010010010111
665,001110010000111
666,001110010001000
667,000101010111110
669,001110010001001
670,001010010011000
672,000101011000000
673,001010010011001
674,000101011000001
675,001110010001010
677,001010010011010
678,000101011000010
681,000101011000011
683,001010010011011
685,001110010001100
686,001010010011100
691,001010010011101
698,000101011001001
704,000101011001100
709,000101011001101
711,000101011001110
716,001010010011110
717,001110010010001
722,001010010011111
727,000101011010100
732,001110010010100
733,000101011010101
735,001010010100000
736,000101011010110
737,001110010010110
741,001010010100001
742,001110010010111
744,000101011011000
746,001010010100010
747,001010010100011
748,001010010100100
749,001110010011001
750,001010010100101
753,000101011011001
754,000101011011110
755,000101011011111
756,000101011100000
757,001010010100110
760,001110010011010
761,001010010100111
763,000101011100001
769,001110010011011
771,001110010011100
780,001110010011101
781,001010010101000
782,001010010101001
783,000101011100101
785,001110010011110
787,000101011101110
790,001010010101010
791,001010010101011
794,000101011110001
795,000101011110010
799,001010010101100
800,001110010100000
801,001110010100001
805,001010010101101
807,001010010101110
808,000101011110011
809,000101011110110
810,001010010101111
814,001110010100100
816,001010010110010
817,001010010110011
818,001110010100101
821,000101011110111
823,001110010101000
827,001010010110100
828,001010010110101
831,001010010110110
832,001110010101001
838,001110010101010
839,000101100000001
844,001110010101011
848,001110010101100
852,000101100001100
862,001110010101101
864,001010010110111
872,001110010110000
873,001010011000100
887,001110010110001
1069,001110011011110
1078,001110011011111
1091,000101101100011
1095,001010011000101
1110,000101101101100
1124,001110011100010
1133,000101101110010
1144,000101101110111
1162,001110011100101
1163,000101101111100
1165,000101101111110
1167,001010011110000
1172,001010011110001
1177,001010011110010
1181,001010011110011
1188,000101110000100
1198,001110011101000
1201,000101110001000
1203,001110011101010
1214,000101110001011
1224,001110011101101
1227,001110011101110
1234,001010011110100
1236,000101110010001
1238,000101110010010
1239,001010011110101
1240,000101110010011
1250,000101110010101
1252,000101110010110
1262,000101110011000
1264,000101110011001
1266,001110011110011
1284,000101110011110
1285,000101110011111
1288,000101110100000
1297,000101110100011
1298,000101110100100
1299,000101110100101
1300,001010011110110
1305,000101110100110
1307,000101110100111
1308,000101110101000
1310,001110011111011
1314,000101110101010
1317,000101110101011
