1,1
2,011
3,0010
4,01010
5,00010
6,010000
7,000011
8,0101101
9,0100010
10,0011001
11,01011110
12,00111110
688,00000111
689,00000011
690,00000001
13,010011101
14,000110010
676,000001001
677,001100001
678,000110100
680,000111011
681,001100011
682,001101100
683,001101001
684,001111001
685,001110011
686,010011011
687,010111111
691,001110101
15,0101100100
16,0100100111
17,0011011100
18,0001101100
659,0000011000
661,0000011010
664,0000000011
665,0001101011
666,0000010101
667,0000101001
668,0001101010
669,0011111101
670,0011111110
671,0100100100
672,0100101110
673,0100101111
674,0100111000
675,0101110001
679,0101110100
692,0000010111
19,01011000000
20,00011011010
640,00001000101
645,00011111111
646,00011110011
647,00011111110
648,00111001011
649,00111011111
650,00110101100
651,00110001001
652,00111100000
653,01000110010
654,01001001011
655,01001001100
656,00111011011
657,00011110100
658,01011001010
660,01011100101
662,01011100110
663,01011001111
1008,00000101001
1011,00000010011
1015,00011000000
1016,00001001011
1017,00110000000
1018,00110110110
1019,00011001101
1020,00000010100
1021,00011100010
1022,00111000101
1023,01000110011
1024,01001011000
1025,01001010111
1026,01001011001
1027,01000111101
1028,00111100010
1029,01000110100
1030,01001011011
1031,01001001101
1032,01000110110
1033,00111101001
1034,01001101000
1035,00111001001
1036,00011111010
21,010111011010
22,010111001000
23,010010010100
24,000010101010
602,000010011010
603,000010100010
604,000010011110
608,001101101010
610,001101010101
611,000110011100
612,000000100011
613,000010011011
614,000110000101
615,000110001000
616,000111100101
617,001101000000
618,001101010110
619,001110111001
620,001110110100
621,001110100101
622,001110100110
623,001111000010
624,001111111110
625,001110000101
626,000010011100
627,001110000111
628,001110100000
629,001111111111
630,000111101111
631,010110000100
632,010110000110
633,010001100000
634,010011001010
635,010010001011
636,010011001110
637,010111011110
638,010010101100
639,010010100000
641,010111001001
642,010111110001
643,010010110100
644,010110001000
693,001110010001
694,000001000001
695,001101010011
696,001101010111
697,001100000010
698,000010100011
699,001100010001
700,000110001001
701,001110100111
702,010001100001
703,001101110111
704,001101011010
705,000111000111
706,001111000110
707,001110001000
708,001110110000
